"","extGene","wt.group","tgfb.group","shZ.group","CA1a.group"
"17587","SNAR-F",7,4,6,2
"17588","SNAR-G1",5,3,1,5
"17589","SNAR-G2",5,4,3,6
"17590","SNAR-H",3,4,6,5
"17591","SNAR-I",5,4,7,5
"17592","SNCAIP",7,4,6,5
"17593","SNCB",5,4,7,3
"17594","SNCG",1,7,7,7
"17595","SND1",4,7,4,4
"17596","SND1-IT1",2,6,6,2
"17597","SNED1",5,5,6,5
"17598","SNF8",4,7,3,7
"17599","SNHG10",1,1,1,4
"17600","SNHG3",5,6,2,3
"17601","SNHG6",6,3,6,5
"17602","SNHG7",1,1,7,1
"17603","SNHG8",5,1,1,3
"17604","SNHG9",7,1,3,4
"17605","SNIP1",5,1,1,4
"17606","SNN",5,5,6,5
"17607","SNORA10",4,4,5,5
"17608","SNORA11",5,6,3,2
"17609","SNORA11B",5,4,6,5
"17610","SNORA11D",5,4,6,5
"17611","SNORA12",5,1,4,2
"17612","SNORA13",2,4,7,3
"17613","SNORA14A",2,6,6,2
"17614","SNORA14B",5,4,2,6
"17615","SNORA15",2,6,6,2
"17616","SNORA16B",5,4,6,2
"17617","SNORA18",2,6,2,5
"17618","SNORA19",2,6,4,2
"17619","SNORA20",2,6,1,2
"17620","SNORA21",7,2,7,1
"17621","SNORA22",2,6,6,2
"17622","SNORA23",2,6,5,5
"17623","SNORA24",5,3,2,3
"17624","SNORA26",7,3,2,2
"17625","SNORA27",3,6,7,4
"17626","SNORA28",5,6,6,5
"17627","SNORA29",2,6,2,2
"17628","SNORA2B",2,6,7,5
"17629","SNORA3",5,4,1,1
"17630","SNORA30",2,6,4,2
"17631","SNORA31",3,6,7,2
"17632","SNORA33",5,5,5,5
"17633","SNORA34",2,1,6,2
"17634","SNORA35",5,6,5,5
"17635","SNORA36A",3,4,6,2
"17636","SNORA36B",2,6,6,2
"17637","SNORA36C",5,6,6,2
"17638","SNORA37",2,6,6,2
"17639","SNORA38",5,2,2,5
"17640","SNORA40",3,4,6,4
"17641","SNORA41",5,6,1,5
"17642","SNORA45",2,4,2,5
"17643","SNORA46",2,6,1,2
"17644","SNORA47",5,4,5,2
"17645","SNORA48",5,3,5,5
"17646","SNORA49",5,1,6,3
"17647","SNORA50",2,6,6,2
"17648","SNORA51",5,4,1,2
"17649","SNORA52",1,7,3,7
"17650","SNORA53",2,6,5,2
"17651","SNORA54",2,6,2,5
"17652","SNORA55",7,4,6,2
"17653","SNORA56",7,3,6,5
"17654","SNORA57",1,7,2,6
"17655","SNORA58",3,4,6,5
"17656","SNORA59A",2,6,6,2
"17657","SNORA59B",7,3,6,3
"17658","SNORA6",3,4,3,5
"17659","SNORA62",2,4,1,2
"17660","SNORA63",5,3,1,2
"17661","SNORA64",5,4,6,7
"17662","SNORA65",5,3,1,5
"17663","SNORA67",5,2,5,1
"17664","SNORA68",5,4,7,4
"17665","SNORA69",3,4,4,4
"17666","SNORA70",4,4,2,5
"17667","SNORA70B",3,4,1,4
"17668","SNORA70C",2,6,6,2
"17669","SNORA70D",2,6,3,2
"17670","SNORA70F",3,6,4,2
"17671","SNORA70G",3,6,6,5
"17672","SNORA71A",7,5,5,6
"17673","SNORA71B",3,5,5,2
"17674","SNORA71C",4,4,5,4
"17675","SNORA71D",5,5,7,5
"17676","SNORA72",2,6,6,2
"17677","SNORA74A",3,4,5,5
"17678","SNORA74B",3,5,3,5
"17679","SNORA75",3,6,6,4
"17680","SNORA76",4,3,5,7
"17681","SNORA77",1,7,7,5
"17682","SNORA78",3,1,4,1
"17683","SNORA79",2,6,7,2
"17684","SNORA7B",3,7,5,5
"17685","SNORA8",2,6,1,2
"17686","SNORA80",5,4,1,5
"17687","SNORA80B",3,4,6,2
"17688","SNORA81",2,4,1,2
"17689","SNORA84",5,4,3,6
"17690","SNORD10",5,4,5,2
"17691","SNORD102",2,6,6,5
"17692","SNORD103A",5,4,1,5
"17693","SNORD104",1,7,2,1
"17694","SNORD105",5,4,7,1
"17695","SNORD105B",5,4,5,5
"17696","SNORD109B",2,6,5,2
"17697","SNORD11",2,6,3,2
"17698","SNORD110",6,2,1,5
"17699","SNORD111",5,6,6,5
"17700","SNORD113-1",2,6,6,2
"17701","SNORD113-2",2,6,7,2
"17702","SNORD113-4",2,6,5,2
"17703","SNORD113-5",2,6,7,2
"17704","SNORD113-6",2,6,6,2
"17705","SNORD113-7",2,6,6,2
"17706","SNORD113-9",2,6,6,2
"17707","SNORD114-1",2,6,6,2
"17708","SNORD114-10",2,6,7,2
"17709","SNORD114-11",2,6,6,2
"17710","SNORD114-12",2,6,6,2
"17711","SNORD114-13",2,6,6,5
"17712","SNORD114-14",2,6,7,2
"17713","SNORD114-15",2,6,6,2
"17714","SNORD114-16",2,6,6,2
"17715","SNORD114-17",2,6,6,5
"17716","SNORD114-18",2,6,2,2
"17717","SNORD114-19",2,6,1,5
"17718","SNORD114-2",2,4,3,2
"17719","SNORD114-20",2,6,6,2
"17720","SNORD114-21",2,4,3,2
"17721","SNORD114-22",2,5,6,4
"17722","SNORD114-23",2,4,6,2
"17723","SNORD114-24",2,4,6,2
"17724","SNORD114-25",2,6,6,2
"17725","SNORD114-26",2,4,7,2
"17726","SNORD114-27",2,6,6,2
"17727","SNORD114-28",2,6,6,2
"17728","SNORD114-29",3,4,7,2
"17729","SNORD114-3",5,4,3,5
"17730","SNORD114-30",2,6,5,2
"17731","SNORD114-31",2,6,6,5
"17732","SNORD114-4",2,6,1,2
"17733","SNORD114-5",2,6,6,2
"17734","SNORD114-6",2,6,6,5
"17735","SNORD114-7",2,6,5,2
"17736","SNORD114-8",2,6,6,2
"17737","SNORD114-9",2,6,4,2
"17738","SNORD115-1",7,4,1,4
"17739","SNORD115-10",1,4,4,7
"17740","SNORD115-11",5,6,4,6
"17741","SNORD115-14",5,4,7,4
"17742","SNORD115-15",7,4,1,6
"17743","SNORD115-16",5,5,6,6
"17744","SNORD115-17",7,4,4,1
"17745","SNORD115-2",5,4,6,3
"17746","SNORD115-22",7,6,6,6
"17747","SNORD115-24",5,4,7,5
"17748","SNORD115-25",3,1,4,2
"17749","SNORD115-27",5,4,7,4
"17750","SNORD115-28",1,6,2,6
"17751","SNORD115-3",5,4,5,5
"17752","SNORD115-30",3,6,6,5
"17753","SNORD115-31",3,1,1,5
"17754","SNORD115-32",1,6,2,5
"17755","SNORD115-33",1,4,3,6
"17756","SNORD115-35",5,4,5,5
"17757","SNORD115-37",3,6,4,2
"17758","SNORD115-38",5,2,1,3
"17759","SNORD115-39",5,4,1,2
"17760","SNORD115-4",7,4,3,2
"17761","SNORD115-40",5,6,1,2
"17762","SNORD115-41",5,4,7,7
"17763","SNORD115-44",5,4,3,2
"17764","SNORD115-45",2,6,6,2
"17765","SNORD115-47",2,6,6,2
"17766","SNORD115-48",2,6,6,2
"17767","SNORD115-5",5,4,4,5
"17768","SNORD115-6",5,4,3,2
"17769","SNORD115-7",5,4,7,3
"17770","SNORD115-8",1,4,3,6
"17771","SNORD115-9",5,4,3,2
"17772","SNORD116-1",3,2,6,5
"17773","SNORD116-10",2,6,6,2
"17774","SNORD116-11",2,6,7,2
"17775","SNORD116-12",5,4,5,2
"17776","SNORD116-13",2,3,7,2
"17777","SNORD116-15",2,4,3,2
"17778","SNORD116-16",2,6,2,2
"17779","SNORD116-18",5,6,4,2
"17780","SNORD116-19",5,4,1,2
"17781","SNORD116-2",3,4,2,5
"17782","SNORD116-20",2,4,4,2
"17783","SNORD116-23",5,6,4,4
"17784","SNORD116-24",2,6,7,2
"17785","SNORD116-25",2,6,4,5
"17786","SNORD116-26",2,6,4,2
"17787","SNORD116-29",2,6,5,2
"17788","SNORD116-3",5,4,6,2
"17789","SNORD116-5",1,7,7,4
"17790","SNORD116-8",5,1,1,6
"17791","SNORD117",2,4,7,2
"17792","SNORD119",2,4,6,2
"17793","SNORD11B",2,4,6,2
"17794","SNORD12",3,2,4,5
"17795","SNORD121A",2,4,7,5
"17796","SNORD123",2,4,6,4
"17797","SNORD124",4,1,3,6
"17798","SNORD126",2,6,6,2
"17799","SNORD127",2,6,3,2
"17800","SNORD12B",5,3,3,3
"17801","SNORD12C",5,3,1,5
"17802","SNORD15A",7,7,2,6
"17803","SNORD15B",5,4,4,6
"17804","SNORD16",5,3,1,2
"17805","SNORD17",3,4,5,2
"17806","SNORD18A",5,1,7,5
"17807","SNORD18B",3,6,6,5
"17808","SNORD19",2,4,7,5
"17809","SNORD19B",2,4,5,5
"17810","SNORD1A",5,3,3,5
"17811","SNORD1B",5,1,5,5
"17812","SNORD2",2,4,7,6
"17813","SNORD20",3,6,5,5
"17814","SNORD21",2,6,6,2
"17815","SNORD23",1,1,6,7
"17816","SNORD24",5,5,2,5
"17817","SNORD28",2,4,2,4
"17818","SNORD30",2,4,2,2
"17819","SNORD32A",5,3,3,3
"17820","SNORD32B",3,6,6,2
"17821","SNORD33",6,5,7,3
"17822","SNORD34",7,6,1,6
"17823","SNORD35A",6,6,5,5
"17824","SNORD35B",7,5,2,6
"17825","SNORD36A",5,4,5,6
"17826","SNORD36B",4,4,1,3
"17827","SNORD36C",2,5,7,5
"17828","SNORD37",6,4,6,5
"17829","SNORD38A",6,5,4,4
"17830","SNORD38B",5,4,3,5
"17831","SNORD41",5,5,3,3
"17832","SNORD42A",5,7,5,5
"17833","SNORD42B",7,2,5,5
"17834","SNORD43",6,3,3,3
"17835","SNORD44",2,4,5,5
"17836","SNORD45A",2,6,5,2
"17837","SNORD45B",2,6,7,2
"17838","SNORD45C",2,6,4,2
"17839","SNORD46",7,2,2,5
"17840","SNORD48",4,2,5,3
"17841","SNORD49A",2,5,5,5
"17842","SNORD49B",5,5,5,6
"17843","SNORD4A",5,4,5,5
"17844","SNORD4B",5,3,3,5
"17845","SNORD5",2,6,3,2
"17846","SNORD50A",2,6,4,5
"17847","SNORD50B",2,4,5,4
"17848","SNORD51",5,4,6,5
"17849","SNORD52",5,4,5,4
"17850","SNORD53",2,6,2,5
"17851","SNORD54",7,5,5,6
"17852","SNORD55",1,1,3,5
"17853","SNORD56B",5,4,1,5
"17854","SNORD58A",2,4,7,2
"17855","SNORD58C",5,4,5,2
"17856","SNORD59A",5,5,5,6
"17857","SNORD59B",2,4,5,2
"17858","SNORD60",3,3,1,3
"17859","SNORD61",2,6,2,2
"17860","SNORD62A",1,7,3,5
"17861","SNORD63",3,4,6,2
"17862","SNORD65",5,4,1,5
"17863","SNORD66",5,5,4,5
"17864","SNORD67",2,1,7,5
"17865","SNORD68",5,1,5,5
"17866","SNORD69",5,4,6,5
"17867","SNORD71",2,6,6,2
"17868","SNORD72",2,6,2,2
"17869","SNORD74",3,4,7,7
"17870","SNORD75",2,4,5,5
"17871","SNORD77",2,5,3,5
"17872","SNORD78",3,4,4,5
"17873","SNORD79",3,4,2,5
"17874","SNORD8",2,6,2,2
"17875","SNORD81",2,4,3,5
"17876","SNORD82",2,4,7,6
"17877","SNORD85",5,4,6,2
"17878","SNORD87",2,6,3,2
"17879","SNORD88A",5,4,3,3
"17880","SNORD88B",5,4,1,5
"17881","SNORD88C",7,4,7,6
"17882","SNORD89",5,4,3,5
"17883","SNORD9",2,5,3,6
"17884","SNORD90",2,4,6,2
"17885","SNORD91A",5,4,6,5
"17886","SNORD92",2,6,6,5
"17887","SNORD93",3,4,5,5
"17888","SNORD94",2,4,6,2
"17889","SNORD95",7,2,5,6
"17890","SNORD96A",5,2,4,1
"17891","SNORD96B",2,6,6,2
"17892","SNORD97",2,4,6,2
"17893","SNORD98",2,6,6,2
"17894","SNORD99",5,3,2,5
"17895","SNPH",5,4,2,3
"17896","SNRK",5,3,3,3
"17897","SNRK-AS1",3,1,7,5
"17898","SNRNP200",6,7,2,7
"17899","SNRNP25",4,7,2,7
"17900","SNRNP27",3,7,7,4
"17901","SNRNP40",7,5,7,6
"17902","SNRNP48",1,7,2,7
"17903","SNRNP70",5,4,4,1
"17904","SNRPA",7,7,3,3
"17905","SNRPA1",6,2,7,3
"17906","SNRPB",1,2,1,4
"17907","SNRPB2",4,1,1,1
"17908","SNRPC",5,4,4,2
"17909","SNRPD1",4,7,3,7
"17910","SNRPD2",4,3,2,3
"17911","SNRPD2P2",2,6,4,2
"17912","SNRPD3",4,7,4,1
"17913","SNRPE",4,1,6,1
"17914","SNRPF",4,7,1,4
"17915","SNRPG",1,7,1,4
"17916","SNRPN",2,6,2,5
"17917","SNTA1",6,3,3,5
"17918","SNTB1",7,5,7,6
"17919","SNTB2",6,2,3,3
"17920","SNTG1",2,4,7,6
"17921","SNTG2",5,4,6,5
"17922","SNTN",2,6,7,2
"17923","SNUPN",3,7,5,4
"17924","SNURF",3,4,2,5
"17925","SNW1",3,1,1,7
"17926","SNX1",4,1,2,7
"17927","SNX10",1,1,4,1
"17928","SNX11",6,2,2,3
"17929","SNX12",1,1,6,4
"17930","SNX13",6,2,4,7
"17931","SNX14",6,2,2,6
"17932","SNX16",1,5,2,7
"17933","SNX17",6,1,2,6
"17934","SNX18",3,4,6,5
"17935","SNX19",1,4,3,1
"17936","SNX2",1,1,2,7
"17937","SNX20",4,4,6,6
"17938","SNX21",5,3,3,5
"17939","SNX22",5,4,6,5
"17940","SNX24",1,2,4,1
"17941","SNX25",1,1,4,1
"17942","SNX27",5,4,1,7
"17943","SNX29",6,2,1,1
"17944","SNX29P1",5,4,6,2
"17945","SNX3",1,3,5,1
"17946","SNX30",7,5,7,5
"17947","SNX31",3,6,6,1
"17948","SNX32",3,4,6,7
"17949","SNX33",6,7,5,6
"17950","SNX4",4,3,3,7
"17951","SNX5",6,2,7,7
"17952","SNX6",5,3,3,7
"17953","SNX7",6,2,3,3
"17954","SNX8",6,2,4,6
"17955","SNX9",5,4,6,5
"17956","SOAT1",1,7,2,3
"17957","SOAT2",7,4,5,3
"17958","SOBP",5,4,4,5
"17959","SOCS1",5,2,7,3
"17960","SOCS2",6,4,6,5
"17961","SOCS2-AS1",6,3,5,6
"17962","SOCS3",1,4,6,1
"17963","SOCS4",1,3,2,1
"17964","SOCS5",6,2,5,3
"17965","SOCS6",5,4,6,5
"17966","SOCS7",7,5,7,6
"17967","SOD1",4,3,3,3
"17968","SOD2",7,4,2,6
"17969","SOD3",1,1,5,5
"17970","SOGA1",5,4,6,5
"17971","SOGA2",3,4,2,1
"17972","SOGA3",3,6,6,2
"17973","SOHLH1",5,4,7,5
"17974","SOLH",5,4,6,6
"17975","SON",7,7,5,7
"17976","SORBS3",5,4,6,1
"17977","SORCS1",7,4,6,2
"17978","SORCS2",5,5,6,6
"17979","SORCS3",7,6,6,5
"17980","SORD",1,7,5,7
"17981","SORL1",6,2,7,1
"17982","SORT1",7,2,6,6
"17983","SOS1",1,1,1,1
"17984","SOS2",7,5,1,5
"17985","SOST",1,4,4,5
"17986","SOSTDC1",2,6,7,2
"17987","SOWAHA",5,3,6,5
"17988","SOWAHB",7,4,3,7
"17989","SOWAHC",6,4,3,6
"17990","SOWAHD",7,3,3,3
"17991","SOX1",1,4,6,5
"17992","SOX10",7,2,7,7
"17993","SOX11",3,4,1,5
"17994","SOX12",7,5,7,6
"17995","SOX13",4,3,2,3
"17996","SOX14",5,3,6,7
"17997","SOX15",4,7,5,1
"17998","SOX17",5,4,7,5
"17999","SOX18",5,4,6,5
"18000","SOX2",5,5,6,5
"18001","SOX21",7,4,1,5
"18002","SOX3",5,4,6,5
"18003","SOX30",3,4,5,5
"18004","SOX4",3,1,6,4
"18005","SOX6",2,6,5,2
"18006","SOX7",7,4,7,5
"18007","SOX8",5,4,6,5
"18008","SOX9",6,2,6,6
"18009","SP1",3,3,5,5
"18010","SP100",6,4,3,6
"18011","SP110",5,5,6,5
"18012","SP140",5,4,1,3
"18013","SP140L",5,3,3,3
"18014","SP2",3,1,6,4
"18015","SP3",4,2,7,7
"18016","SP4",7,7,7,7
"18017","SP5",1,1,5,4
"18018","SP7",5,3,6,5
"18019","SP8",5,4,4,5
"18020","SP9",2,4,6,2
"18021","SPA17",1,7,5,7
"18022","SPACA1",3,6,6,3
"18023","SPACA3",5,4,2,5
"18024","SPACA4",6,4,5,5
"18025","SPACA5",7,5,6,5
"18026","SPACA7",4,3,3,3
"18027","SPAG1",4,3,5,3
"18028","SPAG11B",5,4,6,5
"18029","SPAG16",3,1,2,7
"18030","SPAG17",5,4,5,2
"18031","SPAG4",1,1,1,1
"18032","SPAG5",6,7,2,6
"18033","SPAG5-AS1",4,7,7,7
"18034","SPAG6",5,4,6,2
"18035","SPAG7",7,7,2,7
"18036","SPAG8",4,1,2,5
"18037","SPAG9",7,5,3,1
"18038","SPAM1",2,6,3,2
"18039","SPANXA2-OT1",5,4,6,5
"18040","SPANXN1",5,4,2,2
"18041","SPANXN2",2,6,6,2
"18042","SPANXN3",3,4,6,2
"18043","SPANXN4",2,6,5,2
"18044","SPANXN5",5,4,6,5
"18045","SPARC",3,4,6,1
"18046","SPARCL1",3,4,6,2
"18047","SPAST",1,1,2,1
"18048","SPATA12",5,4,4,1
"18049","SPATA13",5,7,2,7
"18050","SPATA13-AS1",2,4,6,5
"18051","SPATA16",3,6,6,7
"18052","SPATA17",7,5,7,5
"18053","SPATA18",4,1,4,5
"18054","SPATA19",5,6,6,2
"18055","SPATA20",1,3,4,1
"18056","SPATA22",4,4,4,7
"18057","SPATA24",4,7,2,4
"18058","SPATA25",3,4,5,5
"18059","SPATA2L",6,4,3,7
"18060","SPATA3",4,7,1,1
"18061","SPATA31C1",5,4,6,5
"18062","SPATA31C2",5,4,6,5
"18063","SPATA31D1",2,6,1,2
"18064","SPATA31D3",5,4,6,5
"18065","SPATA31D4",5,4,6,5
"18066","SPATA31D5P",2,6,6,2
"18067","SPATA31E1",6,3,3,1
"18068","SPATA32",7,4,6,5
"18069","SPATA4",3,1,1,5
"18070","SPATA41",1,7,1,5
"18071","SPATA42",2,4,6,5
"18072","SPATA5",4,3,6,5
"18073","SPATA5L1",3,3,7,4
"18074","SPATA6",5,3,1,1
"18075","SPATA6L",3,1,3,7
"18076","SPATA7",3,4,4,5
"18077","SPATA8",3,1,2,5
"18078","SPATA8-AS1",5,4,3,5
"18079","SPATA9",2,6,1,2
"18080","SPATC1",1,2,1,1
"18081","SPATC1L",7,7,2,6
"18082","SPATS1",5,1,6,5
"18083","SPATS2",6,2,5,3
"18084","SPATS2L",7,5,3,3
"18085","SPC24",3,5,6,2
"18086","SPC25",3,1,3,4
"18087","SPCS1",1,5,7,6
"18088","SPCS2",4,7,7,6
"18089","SPCS3",3,4,3,4
"18090","SPDEF",7,4,7,4
"18091","SPDL1",3,1,3,2
"18092","SPDYA",5,4,6,5
"18093","SPDYC",5,5,7,7
"18094","SPDYE4",4,4,3,1
"18095","SPECC1",6,3,7,6
"18096","SPECC1L",1,1,4,1
"18097","SPEF1",4,4,3,4
"18098","SPEF2",6,7,3,4
"18099","SPEG",5,4,7,6
"18100","SPEM1",5,4,3,5
"18101","SPEN",7,5,6,6
"18102","SPERT",2,4,2,5
"18103","SPESP1",1,7,2,7
"18104","SPG11",6,2,5,1
"18105","SPG20",5,3,5,5
"18106","SPG20OS",7,5,2,6
"18107","SPG21",1,3,3,3
"18108","SPG7",6,1,3,1
"18109","SPHAR",2,6,6,2
"18110","SPHK1",4,4,6,7
"18111","SPHK2",4,7,5,7
"18112","SPHKAP",5,4,7,5
"18113","SPI1",5,4,6,5
"18114","SPIB",7,1,6,3
"18115","SPIC",3,6,6,2
"18116","SPICE1",1,1,1,4
"18117","SPIN1",6,5,3,6
"18118","SPIN2A",3,6,6,2
"18119","SPIN2B",1,7,1,3
"18120","SPIN3",6,3,6,3
"18121","SPIN4",4,7,2,7
"18122","SPINK1",2,6,6,2
"18123","SPINK13",5,4,3,2
"18124","SPINK14",2,6,6,5
"18125","SPINK2",5,4,6,3
"18126","SPINK4",5,4,5,5
"18127","SPINK5",2,6,6,2
"18128","SPINK6",2,6,6,2
"18129","SPINK7",2,6,6,2
"18130","SPINK8",2,4,6,4
"18131","SPINK9",2,6,6,2
"18132","SPINT1",7,5,4,1
"18133","SPINT2",6,2,1,3
"18134","SPINT3",5,4,6,5
"18135","SPINT4",2,6,6,2
"18136","SPIRE1",5,4,6,5
"18137","SPIRE2",5,4,6,5
"18138","SPN",4,3,5,7
"18139","SPNS1",4,7,1,4
"18140","SPNS2",7,4,6,5
"18141","SPNS3",4,4,6,1
"18142","SPO11",5,4,4,4
"18143","SPOCD1",4,2,6,7
"18144","SPOCK1",5,4,6,5
"18145","SPOCK2",6,6,5,5
"18146","SPOCK3",4,4,6,3
"18147","SPON1",5,4,3,5
"18148","SPON2",6,4,3,6
"18149","SPOP",5,4,4,1
"18150","SPOPL",6,3,7,3
"18151","SPP1",2,4,7,5
"18152","SPP2",2,6,3,2
"18153","SPPL2A",6,3,4,1
"18154","SPPL2B",1,3,3,3
"18155","SPPL2C",5,3,6,7
"18156","SPPL3",5,4,6,5
"18157","SPR",6,3,3,3
"18158","SPRED1",1,1,4,1
"18159","SPRED3",7,3,5,1
"18160","SPRN",5,4,4,5
"18161","SPRR1A",5,4,3,6
"18162","SPRR1B",2,6,6,5
"18163","SPRR2A",5,4,6,5
"18164","SPRR2B",5,4,7,5
"18165","SPRR2C",2,6,6,5
"18166","SPRR2D",2,6,6,5
"18167","SPRR2E",5,6,6,5
"18168","SPRR2F",5,6,2,2
"18169","SPRR2G",2,6,6,2
"18170","SPRR3",2,6,6,2
"18171","SPRR4",2,4,2,2
"18172","SPRTN",6,2,7,4
"18173","SPRY1",3,1,3,2
"18174","SPRY2",1,1,2,6
"18175","SPRY3",5,4,6,5
"18176","SPRY4",1,7,2,3
"18177","SPRYD3",6,7,4,3
"18178","SPRYD4",5,1,3,4
"18179","SPRYD7",6,5,2,3
"18180","SPSB1",5,4,6,5
"18181","SPSB2",4,7,4,7
"18182","SPSB3",5,4,3,3
"18183","SPSB4",5,4,2,5
"18184","SPTA1",2,6,1,2
"18185","SPTAN1",5,4,6,6
"18186","SPTB",7,4,7,1
"18187","SPTBN1",5,4,7,6
"18188","SPTBN2",4,4,2,3
"18189","SPTBN4",5,4,6,6
"18190","SPTBN5",6,2,3,3
"18191","SPTLC1",5,3,5,4
"18192","SPTLC2",5,4,5,5
"18193","SPTLC3",3,1,6,5
"18194","SPTSSA",5,5,7,5
"18195","SPTSSB",7,2,7,5
"18196","SPTY2D1",6,1,6,1
"18197","SPTY2D1-AS1",2,6,1,5
"18198","SPZ1",3,4,5,2
"18199","SQLE",6,7,2,6
"18200","SQRDL",3,4,3,5
"18201","SQSTM1",7,5,3,3
"18202","SRA1",4,7,3,3
"18203","SRBD1",4,4,5,7
"18204","SRC",5,4,6,5
"18205","SRCAP",4,7,2,7
"18206","SRCIN1",5,4,7,6
"18207","SRCRB4D",5,4,6,3
"18208","SRD5A1",6,3,1,1
"18209","SRD5A2",5,4,3,6
"18210","SRD5A3",4,4,1,5
"18211","SRD5A3-AS1",2,6,5,2
"18212","SREBF1",7,3,7,1
"18213","SREBF2",7,4,7,6
"18214","SREK1",4,7,5,7
"18215","SREK1IP1",3,1,1,7
"18216","SRF",7,2,3,4
"18217","SRFBP1",3,7,6,4
"18218","SRGAP1",4,7,2,3
"18219","SRGAP2",2,4,6,5
"18220","SRGAP2B",5,4,6,5
"18221","SRGAP3",3,1,3,4
"18222","SRGN",5,4,3,2
"18223","SRI",5,4,3,5
"18224","SRL",7,5,4,5
"18225","SRM",5,4,6,5
"18226","SRMS",5,5,6,4
"18227","SRP14",4,7,3,4
"18228","SRP14-AS1",6,2,2,6
"18229","SRP19",4,7,2,7
"18230","SRP54",1,1,5,5
"18231","SRP68",6,2,5,1
"18232","SRP72",6,5,7,1
"18233","SRP9",4,7,2,7
"18234","SRPK1",5,3,3,5
"18235","SRPK3",5,4,6,5
"18236","SRPR",1,1,5,1
"18237","SRPRB",5,6,6,2
"18238","SRPX",4,4,5,5
"18239","SRPX2",3,6,6,4
"18240","SRR",6,7,2,7
"18241","SRRD",7,2,3,3
"18242","SRRM1",6,5,7,6
"18243","SRRM2",6,7,2,7
"18244","SRRM2-AS1",4,7,2,7
"18245","SRRM3",5,4,6,5
"18246","SRRM4",5,4,6,4
"18247","SRRM5",7,3,1,7
"18248","SRRT",6,4,6,5
"18249","SRSF1",4,3,5,7
"18250","SRSF10",6,1,1,3
"18251","SRSF11",6,7,5,7
"18252","SRSF12",5,4,7,6
"18253","SRSF2",6,2,3,6
"18254","SRSF3",7,2,4,3
"18255","SRSF4",5,3,5,5
"18256","SRSF5",6,2,3,3
"18257","SRSF6",3,4,3,4
"18258","SRSF7",1,2,4,6
"18259","SRSF8",3,1,6,4
"18260","SRSF9",6,4,6,5
"18261","SRXN1",7,4,4,5
"18262","SRY",5,4,6,5
"18263","SS18",1,5,2,1
"18264","SS18L1",5,4,6,5
"18265","SS18L2",1,7,1,7
"18266","SSB",4,7,6,5
"18267","SSBP1",3,7,1,4
"18268","SSBP2",7,7,2,7
"18269","SSBP3",5,4,6,5
"18270","SSBP4",6,3,3,5
"18271","SSC5D",4,1,2,7
"18272","SSFA2",5,5,1,5
"18273","SSH1",7,1,4,1
"18274","SSH2",4,5,1,1
"18275","SSH3",6,5,2,6
"18276","SSMEM1",2,6,4,5
"18277","SSNA1",6,3,7,3
"18278","SSPN",5,4,6,2
"18279","SSPO",1,3,6,7
"18280","SSR1",4,4,5,7
"18281","SSR2",3,1,1,7
"18282","SSR3",1,1,4,4
"18283","SSR4",6,3,3,7
"18284","SSR4P1",5,4,4,3
"18285","SSRP1",3,5,7,5
"18286","SSSCA1",6,2,2,3
"18287","SSSCA1-AS1",4,7,2,7
"18288","SST",5,6,5,7
"18289","SSTR1",7,5,2,5
"18290","SSTR2",5,4,3,5
"18291","SSTR3",4,2,5,5
"18292","SSTR4",5,4,6,5
"18293","SSTR5",5,4,6,5
"18294","SSTR5-AS1",7,5,7,3
"18295","SSU72",6,2,6,1
"18296","SSUH2",5,4,6,3
"18297","SSX2IP",6,5,7,6
"18298","SSX4B",5,4,6,5
"18299","SSX5",5,4,6,2
"18300","SSX8",5,4,6,5
"18301","ST13",1,3,7,5
"18302","ST13P4",3,4,6,2
"18303","ST14",5,4,3,5
"18304","ST18",5,6,6,2
"18305","ST3GAL1",1,7,3,7
"18306","ST3GAL2",7,5,4,5
"18307","ST3GAL3",7,2,7,6
"18308","ST3GAL4",6,3,3,3
"18309","ST3GAL4-AS1",4,7,2,7
"18310","ST3GAL5",5,4,3,3
"18311","ST3GAL6",6,3,2,3
"18312","ST3GAL6-AS1",4,5,2,7
"18313","ST5",6,7,2,6
"18314","ST6GAL1",5,4,6,5
"18315","ST6GAL2",6,5,2,2
"18316","ST6GALNAC1",1,4,7,5
"18317","ST6GALNAC2",7,4,6,5
"18318","ST6GALNAC3",1,4,6,2
"18319","ST6GALNAC4",4,7,2,6
"18320","ST6GALNAC5",1,1,2,1
"18321","ST6GALNAC6",6,2,6,5
"18322","ST7",1,1,1,1
"18323","ST7-AS1",5,3,5,5
"18324","ST7-AS2",2,6,6,2
"18325","ST7-OT4",6,2,4,3
"18326","ST7L",4,7,4,7
"18327","ST8SIA1",5,3,4,6
"18328","ST8SIA2",5,4,6,5
"18329","ST8SIA3",3,4,4,5
"18330","ST8SIA4",4,4,2,5
"18331","ST8SIA5",5,4,6,5
"18332","ST8SIA6",7,4,7,6
"18333","STAB1",7,4,6,2
"18334","STAB2",5,6,7,3
"18335","STAC",4,7,6,7
"18336","STAC2",5,4,6,5
"18337","STAC3",5,4,5,5
"18338","STAG1",7,5,2,6
"18339","STAG2",7,5,2,1
"18340","STAG3",5,4,1,6
"18341","STAG3L2",6,2,7,6
"18342","STAG3L3",4,4,6,7
"18343","STAG3L4",6,7,2,1
"18344","STAM",1,7,2,1
"18345","STAM2",4,7,2,1
